county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
42089,92.03,Moderate,90.24,Moderate,86.3,Moderate,89.31,Moderate,83.75,Moderate,90.54,Moderate,88.78,Moderate,97.82,Major,86.83,Moderate,97.39,Major
42091,97.58,Major,96.89,Major,96,Major,94.28,Major,99.27,Severe,97.12,Major,97.55,Major,99.64,Severe,97.78,Severe,98.81,Major
42093,49.83,Minor,49.47,Minor,47.15,Minor,37,Minor,21.08,Minor,60.89,Minor,41,Minor,48.08,Minor,43.51,Minor,85.9,Moderate
42095,90.5,Moderate,83.82,Moderate,84.32,Moderate,90.93,Moderate,86.14,Moderate,88.91,Moderate,93.02,Moderate,97.55,Major,94.31,Major,96.03,Moderate
42097,79.35,Moderate,66.84,Minor,57.48,Minor,59.93,Minor,53.9,Minor,75.88,Moderate,75.58,Moderate,82.69,Moderate,72.63,Moderate,86.7,Moderate
42099,65.02,Moderate,64.89,Minor,56.02,Minor,71.11,Minor,81.01,Moderate,79.29,Moderate,85.54,Moderate,70.15,Moderate,81.17,Moderate,76.94,Moderate
42101,99.31,Severe,95.96,Major,95.17,Moderate,92.32,Moderate,95.83,Major,97.68,Major,97.58,Major,97.19,Major,97.68,Severe,97.05,Major
42103,83.85,Moderate,77.76,Minor,72.53,Minor,75.65,Moderate,85.27,Moderate,83.55,Moderate,89.21,Moderate,94.94,Major,92.65,Major,94.84,Moderate
42105,64.86,Moderate,50.43,Minor,27.53,Minor,65.78,Minor,43.51,Minor,33.55,Minor,57.74,Minor,63.83,Minor,41.89,Minor,78.33,Moderate
42107,93.55,Major,90.07,Moderate,83.09,Moderate,78.92,Moderate,82.56,Moderate,83.16,Moderate,68.17,Moderate,76.94,Moderate,79.32,Moderate,85.67,Moderate
42109,44.47,Minor,51.82,Minor,36.3,Minor,58.9,Minor,23.13,Minor,56.09,Minor,54.5,Minor,84.71,Moderate,56.25,Minor,67.97,Minor
42111,59.33,Minor,62.91,Minor,59.73,Minor,56.19,Minor,65.19,Minor,70.09,Moderate,73.96,Moderate,67.77,Moderate,73.4,Moderate,78.72,Moderate
42113,65.82,Moderate,83.42,Moderate,82.99,Moderate,56.45,Minor,69.32,Moderate,63.17,Minor,84.15,Moderate,53.77,Minor,65.12,Moderate,81.63,Moderate
42115,75.48,Moderate,88.19,Moderate,86.73,Moderate,71.58,Minor,60.49,Minor,63.24,Minor,86.7,Moderate,77.37,Moderate,66.18,Moderate,75.45,Moderate
42117,9.76,Minor,61.05,Minor,60.19,Minor,65.12,Minor,52.78,Minor,51.82,Minor,74.72,Moderate,72.7,Moderate,55.89,Minor,17.29,Minor
42119,85.94,Moderate,24.85,Minor,10.56,Minor,25.22,Minor,8.11,Minor,32.1,Minor,49.11,Minor,48.41,Minor,57.41,Minor,69.19,Minor
42121,80.08,Moderate,66.64,Minor,76.87,Moderate,83.92,Moderate,79.29,Moderate,62.54,Minor,74.62,Moderate,59.5,Minor,62.51,Moderate,79.25,Moderate
42123,91.56,Moderate,65.39,Minor,67.17,Minor,81.27,Moderate,78.56,Moderate,67.5,Moderate,81.6,Moderate,77.5,Moderate,81.44,Moderate,89.81,Moderate
42125,95.47,Major,85.18,Moderate,94.71,Moderate,88.09,Moderate,81.77,Moderate,87.46,Moderate,94.34,Moderate,72.73,Moderate,87.66,Moderate,96.79,Moderate
42127,69.23,Moderate,83.22,Moderate,79.35,Moderate,74.45,Moderate,65.62,Moderate,84.65,Moderate,84.88,Moderate,91.46,Moderate,86.23,Moderate,95.33,Moderate
42129,92.09,Moderate,90.8,Moderate,94.21,Moderate,91.96,Moderate,89.84,Moderate,94.97,Moderate,93.98,Moderate,83.79,Moderate,90.83,Major,87.26,Moderate
42131,79.05,Moderate,82.16,Moderate,87.26,Moderate,74.59,Moderate,50.69,Minor,75.31,Moderate,86.63,Moderate,65.39,Moderate,76.94,Moderate,77.13,Moderate
42133,90.64,Moderate,94.74,Moderate,92.98,Moderate,95.43,Major,88.52,Moderate,93.81,Moderate,93.71,Moderate,89.34,Moderate,91.99,Major,88.25,Moderate
44001,79.48,Moderate,82.13,Moderate,24.49,Minor,67.14,Minor,55.06,Minor,58.31,Minor,41.76,Minor,18.2,Minor,61.25,Moderate,50.93,Minor
44003,99.17,Severe,87.82,Moderate,61.85,Minor,54.2,Minor,83.65,Moderate,48.81,Minor,92.03,Moderate,56.35,Minor,90.97,Major,77.1,Moderate
44005,85.04,Moderate,75.84,Minor,45.96,Minor,13.77,Minor,65.78,Moderate,34.84,Minor,50.73,Minor,51.26,Minor,70.71,Moderate,94.77,Moderate
44007,98.84,Severe,93.68,Moderate,86.9,Moderate,91.5,Moderate,97.92,Severe,91.73,Moderate,97.25,Major,95.4,Major,95.23,Major,71.71,Minor
44009,93.18,Major,96.76,Major,65.39,Minor,73.96,Moderate,89.38,Moderate,91.96,Moderate,86.83,Moderate,96.36,Major,97.98,Severe,89.68,Moderate
45001,70.88,Moderate,57.58,Minor,51.46,Minor,26.17,Minor,35.41,Minor,73.66,Moderate,76.34,Moderate,52.08,Minor,36.66,Minor,55.43,Minor
45003,74.02,Moderate,81.4,Moderate,82.76,Moderate,73.79,Moderate,67.31,Moderate,80.58,Moderate,93.05,Moderate,91.59,Moderate,59.2,Moderate,77.99,Moderate
45005,26.08,Minor,31.07,Minor,34.55,Minor,16.61,Minor,18.5,Minor,32.99,Minor,60.46,Minor,53.08,Minor,78.13,Moderate,55.86,Minor
45007,97.68,Major,74.95,Minor,83.92,Moderate,91.89,Moderate,89.44,Moderate,66.21,Moderate,94.77,Moderate,85.11,Moderate,87.09,Moderate,84.38,Moderate
45009,20.85,Minor,11.88,Minor,47.58,Minor,26.87,Minor,34.32,Minor,24.98,Minor,47.85,Minor,70.32,Moderate,69.52,Moderate,42.82,Minor
45011,44.14,Minor,25.12,Minor,55.76,Minor,18,Minor,54.6,Minor,59.03,Minor,59.96,Minor,53.18,Minor,75.45,Moderate,42.22,Minor
45013,86.57,Moderate,80.01,Moderate,83.26,Moderate,95.47,Major,62.74,Minor,87.66,Moderate,93.28,Moderate,89.11,Moderate,97.72,Severe,95.57,Moderate
45015,52.58,Minor,79.48,Moderate,90.9,Moderate,82.66,Moderate,86.47,Moderate,96.46,Major,65.65,Moderate,86.27,Moderate,88.29,Moderate,51.79,Minor
45017,23.89,Minor,24.98,Minor,39.05,Minor,10.09,Minor,27.53,Minor,42.39,Minor,42.55,Minor,50.66,Minor,55.33,Minor,46.99,Minor
45019,96.26,Major,94.37,Moderate,96.19,Major,92.98,Moderate,88.48,Moderate,98.84,Major,97.39,Major,88.32,Moderate,99.57,Severe,86.27,Moderate
45021,49.54,Minor,15.92,Minor,64.92,Minor,28.29,Minor,42.69,Minor,17.77,Minor,52.38,Minor,16.18,Minor,60.32,Moderate,55.82,Minor
45023,44.61,Minor,37.23,Minor,67.7,Minor,24.55,Minor,48.38,Minor,37.52,Minor,53.87,Minor,55.13,Minor,48.41,Minor,66.35,Minor
45025,90.6,Moderate,57.61,Minor,67.9,Minor,43.32,Minor,59.4,Minor,60.56,Minor,59.27,Minor,72.67,Moderate,87.06,Moderate,59.66,Minor
45027,80.21,Moderate,48.25,Minor,52.38,Minor,22.53,Minor,31.11,Minor,68.96,Moderate,64.82,Moderate,43.91,Minor,74.78,Moderate,74.12,Minor
45029,41.59,Minor,73.73,Minor,73.99,Minor,47.92,Minor,79.15,Moderate,85.94,Moderate,89.05,Moderate,78.79,Moderate,89.74,Moderate,62.08,Minor
45031,85.44,Moderate,53.51,Minor,65.52,Minor,37.92,Minor,48.54,Minor,62.71,Minor,68.4,Moderate,78.16,Moderate,93.32,Major,78.29,Moderate
45033,72.04,Moderate,17.44,Minor,52.12,Minor,23.69,Minor,23.83,Minor,75.98,Moderate,57.18,Minor,86.5,Moderate,89.31,Moderate,52.81,Minor
45035,75.02,Moderate,68.8,Minor,84.94,Moderate,88.12,Moderate,72.2,Moderate,92.03,Moderate,79.29,Moderate,82.53,Moderate,97.85,Severe,87.52,Moderate
45037,66.21,Moderate,36.23,Minor,46.96,Minor,33.95,Minor,36.1,Minor,55.49,Minor,72.3,Moderate,33.45,Minor,35.27,Minor,50.6,Minor
45039,68.23,Moderate,21.84,Minor,58.14,Minor,33.72,Minor,29.98,Minor,29.98,Minor,52.18,Minor,55.69,Minor,72.37,Moderate,50.89,Minor
45041,77.9,Moderate,48.91,Minor,75.65,Moderate,65.39,Minor,69.69,Moderate,75.45,Moderate,81.17,Moderate,85.34,Moderate,98.18,Severe,72.24,Minor
45043,49.5,Minor,38.02,Minor,81.87,Moderate,28.06,Minor,37.29,Minor,92.09,Moderate,47.42,Minor,65.25,Moderate,85.14,Moderate,37.66,Minor
45045,94.04,Major,93.75,Moderate,95.23,Moderate,91,Moderate,97.29,Major,92.62,Moderate,97.72,Major,98.38,Severe,93.45,Major,97.19,Major
45047,94.67,Major,29.55,Minor,45.6,Minor,64.73,Minor,42.19,Minor,42.75,Minor,69.06,Moderate,61.45,Minor,54,Minor,90.87,Moderate
45049,34.68,Minor,20.71,Minor,24.02,Minor,30.28,Minor,46.16,Minor,48.54,Minor,60.85,Minor,54.63,Minor,85.8,Moderate,57.08,Minor
45051,98.78,Severe,81.14,Moderate,96.96,Major,91.59,Moderate,79.55,Moderate,50.43,Minor,56.39,Minor,97.35,Major,99.87,Extreme,91.03,Moderate
45053,37.89,Minor,53.47,Minor,50.99,Minor,43.22,Minor,25.48,Minor,42.03,Minor,68.03,Moderate,60.49,Minor,73.92,Moderate,64.99,Minor
45055,46.29,Minor,45.23,Minor,62.34,Minor,22.7,Minor,29.02,Minor,36.7,Minor,37.49,Minor,41.13,Minor,65.82,Moderate,54.6,Minor
45057,68.96,Moderate,68.63,Minor,87.23,Moderate,53.38,Minor,46.03,Minor,50.03,Minor,57.15,Minor,65.98,Moderate,59.43,Moderate,66.31,Minor
45059,73.83,Moderate,33.65,Minor,50.33,Minor,61.02,Minor,54.1,Minor,33.19,Minor,56.68,Minor,61.15,Minor,56.52,Minor,89.64,Moderate
45061,65.25,Moderate,34.48,Minor,72.4,Minor,20.52,Minor,43.12,Minor,32.93,Minor,62.91,Moderate,16.51,Minor,80.71,Moderate,68.86,Minor
45063,92.72,Major,82.4,Moderate,92.62,Moderate,88.75,Moderate,84.38,Moderate,89.18,Moderate,93.22,Moderate,96.43,Major,92.55,Major,95.04,Moderate
45065,54.67,Minor,54.43,Minor,4.43,Minor,54.6,Minor,26.64,Minor,64.73,Minor,13.24,Minor,48.51,Minor,1.59,Minor,42.03,Minor
45067,67.04,Moderate,50.56,Minor,67.41,Minor,29.65,Minor,39.51,Minor,52.05,Minor,73.36,Moderate,93.05,Major,81.54,Moderate,76.11,Moderate
45069,68,Moderate,19.95,Minor,35.87,Minor,8.6,Minor,53.51,Minor,26.64,Minor,47.98,Minor,72.9,Moderate,75.94,Moderate,51.95,Minor
45071,50.99,Minor,21.41,Minor,86.47,Moderate,91.23,Moderate,29.78,Minor,16.08,Minor,26.04,Minor,31.9,Minor,35.7,Minor,40.9,Minor
45073,84.71,Moderate,66.25,Minor,75.35,Moderate,65.82,Minor,93.65,Major,55.69,Minor,75.94,Moderate,58.01,Minor,66.02,Moderate,53.54,Minor
45075,37.06,Minor,64.03,Minor,50.66,Minor,41.63,Minor,86.73,Moderate,54.3,Minor,50.4,Minor,55.33,Minor,82.06,Moderate,41.03,Minor
45077,83.62,Moderate,86,Moderate,65.49,Minor,57.25,Minor,90.3,Moderate,41.46,Minor,84.02,Moderate,84.05,Moderate,62.54,Moderate,69.79,Minor
45079,92.85,Major,88.88,Moderate,93.25,Moderate,93.75,Moderate,85.94,Moderate,90.93,Moderate,87.49,Moderate,93.81,Major,96.79,Major,87.29,Moderate
45081,48.21,Minor,62.81,Minor,53.04,Minor,30.71,Minor,34.68,Minor,58.24,Minor,64.73,Moderate,47.25,Minor,85.77,Moderate,84.81,Moderate
45083,78.52,Moderate,87.95,Moderate,89.68,Moderate,88.52,Moderate,92.75,Major,69.49,Moderate,91.99,Moderate,96.1,Major,90.3,Moderate,92.85,Moderate
45085,81.83,Moderate,77.56,Minor,75.31,Moderate,54.24,Minor,62.34,Minor,71.94,Moderate,78.99,Moderate,82.2,Moderate,95.33,Major,84.25,Moderate
45087,37.39,Minor,5.63,Minor,14.96,Minor,17.04,Minor,60.85,Minor,12.44,Minor,35.27,Minor,20.62,Minor,53.14,Minor,35.8,Minor
45089,64.56,Moderate,35.41,Minor,74.02,Minor,41.96,Minor,34.61,Minor,73.1,Moderate,65.52,Moderate,54.04,Minor,59.4,Moderate,58.93,Minor
45091,63.86,Minor,72.04,Minor,75.84,Moderate,83.42,Moderate,68.43,Moderate,31.7,Minor,57.58,Minor,75.68,Moderate,78.46,Moderate,46.16,Minor
46003,9.76,Minor,5.79,Minor,68,Minor,72.9,Moderate,25.84,Minor,11.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46005,9.76,Minor,20.22,Minor,54.4,Minor,48.21,Minor,61.68,Minor,4.9,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46007,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,2.12,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46009,9.76,Minor,4.96,Minor,62.94,Minor,29.78,Minor,29.62,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46011,9.76,Minor,40.5,Minor,59.33,Minor,4.57,Minor,5.99,Minor,9.23,Minor,15.55,Minor,14.23,Minor,13.17,Minor,17.29,Minor
46013,9.76,Minor,21.05,Minor,54.1,Minor,61.05,Minor,15.09,Minor,6.09,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46015,9.76,Minor,23.4,Minor,7.18,Minor,81.93,Moderate,53.11,Minor,14.96,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46017,9.76,Minor,60.23,Minor,21.31,Minor,33.85,Minor,19.03,Minor,21.64,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46019,9.76,Minor,43.22,Minor,27.2,Minor,34.88,Minor,4.96,Minor,11.95,Minor,1.59,Minor,15.72,Minor,29.15,Minor,17.29,Minor
46021,9.76,Minor,32.23,Minor,25.02,Minor,12.05,Minor,2.55,Minor,22.01,Minor,6.88,Minor,0.93,Minor,13.17,Minor,17.29,Minor
46023,9.76,Minor,41.5,Minor,13.3,Minor,54.37,Minor,26.51,Minor,3.66,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46025,9.76,Minor,61.71,Minor,14.49,Minor,21.21,Minor,49.07,Minor,10.39,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46027,9.76,Minor,5,Minor,12.81,Minor,2.85,Minor,2.42,Minor,6.15,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46029,9.76,Minor,4.27,Minor,3.64,Minor,19.69,Minor,6.62,Minor,9.07,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46031,9.76,Minor,0.73,Minor,26.87,Minor,0.1,Minor,6.65,Minor,19.66,Minor,24.78,Minor,18.83,Minor,13.17,Minor,17.29,Minor
46033,9.76,Minor,55.82,Minor,38.02,Minor,26.84,Minor,32.33,Minor,21.11,Minor,22.5,Minor,11.35,Minor,31.67,Minor,17.29,Minor
46035,9.76,Minor,23.06,Minor,27.04,Minor,37.66,Minor,28.26,Minor,6.65,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46037,9.76,Minor,28.09,Minor,49.24,Minor,83.02,Moderate,10.19,Minor,33.09,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46039,9.76,Minor,31.67,Minor,72.6,Minor,39.28,Minor,29.19,Minor,15.59,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46043,9.76,Minor,31.17,Minor,0.79,Minor,34.41,Minor,75.48,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46045,9.76,Minor,58.84,Minor,59.5,Minor,22.87,Minor,2.85,Minor,16.64,Minor,64.89,Moderate,18.76,Minor,13.17,Minor,17.29,Minor
46047,9.76,Minor,39.18,Minor,14.23,Minor,41.89,Minor,18.6,Minor,15.09,Minor,25.78,Minor,15.45,Minor,43.25,Minor,17.29,Minor
46049,9.76,Minor,45.07,Minor,42.79,Minor,23.16,Minor,37.52,Minor,6.22,Minor,6.88,Minor,11.45,Minor,13.17,Minor,17.29,Minor
46051,9.76,Minor,65.68,Minor,77.86,Moderate,6.78,Minor,11.02,Minor,8.47,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46055,9.76,Minor,36.27,Minor,76.77,Moderate,10.95,Minor,23.76,Minor,21.58,Minor,6.88,Minor,51.16,Minor,13.17,Minor,17.29,Minor
46057,9.76,Minor,73.86,Minor,57.28,Minor,10.99,Minor,42.32,Minor,12.87,Minor,6.88,Minor,9.88,Minor,13.17,Minor,17.29,Minor
46059,9.76,Minor,1.19,Minor,8.93,Minor,2.95,Minor,75.68,Moderate,3.66,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46061,28.92,Minor,42.55,Minor,51.92,Minor,14.76,Minor,3.94,Minor,47.52,Minor,52.81,Minor,12.67,Minor,0.4,Minor,33.7,Minor
46063,9.76,Minor,94.84,Moderate,83.79,Moderate,79.81,Moderate,83.72,Moderate,50,Minor,78.09,Moderate,0.33,Minor,13.17,Minor,17.29,Minor
46065,9.76,Minor,9.07,Minor,3.54,Minor,0.61,Minor,6.29,Minor,10.69,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46067,9.76,Minor,34.38,Minor,44.77,Minor,35.67,Minor,23.26,Minor,20.42,Minor,12.14,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46069,9.76,Minor,63.83,Minor,26.21,Minor,15.92,Minor,40.64,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46071,9.76,Minor,69.06,Minor,31.5,Minor,96.29,Major,23.49,Minor,45.9,Minor,6.88,Minor,92.95,Major,13.17,Minor,17.29,Minor
46073,9.76,Minor,14.26,Minor,15.02,Minor,3.47,Minor,3.47,Minor,6.92,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46075,9.76,Minor,54.17,Minor,42.55,Minor,54.43,Minor,34.48,Minor,22.07,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46077,9.76,Minor,15.75,Minor,72.57,Minor,25.65,Minor,13.67,Minor,69.62,Moderate,34.41,Minor,27.7,Minor,13.17,Minor,17.29,Minor
46079,32.13,Minor,4.4,Minor,55.56,Minor,7.25,Minor,51.62,Minor,35.04,Minor,57.91,Minor,1.06,Minor,30.41,Minor,1.06,Minor
46081,9.76,Minor,56.55,Minor,37.09,Minor,15.52,Minor,49.44,Minor,37.23,Minor,31.3,Minor,15.68,Minor,80.74,Moderate,17.29,Minor
46083,45.57,Minor,24.06,Minor,48.31,Minor,75.78,Moderate,42.22,Minor,51.69,Minor,0.36,Minor,24.35,Minor,44.67,Minor,82.13,Moderate
46085,9.76,Minor,26.74,Minor,27.43,Minor,15.62,Minor,45.9,Minor,15.12,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46087,30.41,Minor,27.3,Minor,64.3,Minor,60.29,Minor,50.73,Minor,49.97,Minor,21.97,Minor,18.46,Minor,28.39,Minor,34.51,Minor
46089,9.76,Minor,80.51,Moderate,25.65,Minor,6.22,Minor,57.48,Minor,33.98,Minor,92.92,Moderate,5.51,Minor,13.17,Minor,17.29,Minor
46091,9.76,Minor,40.8,Minor,77.47,Moderate,65.19,Minor,45.04,Minor,31.83,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46093,9.76,Minor,60.03,Minor,49.74,Minor,15.42,Minor,18.03,Minor,33.49,Minor,34.18,Minor,42.22,Minor,64.46,Moderate,17.29,Minor
46095,9.76,Minor,43.18,Minor,39.34,Minor,10.92,Minor,2.45,Minor,15.45,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46097,23.06,Minor,57.08,Minor,44.31,Minor,46,Minor,29.95,Minor,39.34,Minor,17.21,Minor,30.21,Minor,1.29,Minor,46.53,Minor
46099,83.06,Moderate,73.23,Minor,88.68,Moderate,82.53,Moderate,73.33,Moderate,82.26,Moderate,53.54,Minor,80.71,Moderate,80.28,Moderate,36.37,Minor
46101,9.76,Minor,11.45,Minor,53.24,Minor,10.36,Minor,33.82,Minor,95.8,Major,20.15,Minor,16.91,Minor,13.17,Minor,17.29,Minor
46102,9.76,Minor,52.75,Minor,0.3,Minor,21.61,Minor,11.68,Minor,6.78,Minor,6.88,Minor,1.29,Minor,13.17,Minor,17.29,Minor
46103,19.23,Minor,46.49,Minor,60.09,Minor,32.59,Minor,53.31,Minor,52.35,Minor,26.77,Minor,64.26,Minor,94.8,Major,17.29,Minor
46105,9.76,Minor,86.33,Moderate,87.19,Moderate,77.66,Moderate,73.03,Moderate,41,Minor,95.2,Moderate,40.6,Minor,13.17,Minor,17.29,Minor
46107,9.76,Minor,61.18,Minor,7.15,Minor,9.4,Minor,41.13,Minor,18.2,Minor,55.43,Minor,10.95,Minor,13.17,Minor,17.29,Minor
46109,9.76,Minor,65.82,Minor,41.36,Minor,54.77,Minor,32.46,Minor,7.48,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46111,19.95,Minor,43.55,Minor,62.05,Minor,41.3,Minor,12.44,Minor,14.13,Minor,41.73,Minor,11.05,Minor,25.31,Minor,52.18,Minor
46115,9.76,Minor,34.02,Minor,53.94,Minor,60.79,Minor,44.18,Minor,5.72,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46117,9.76,Minor,23.69,Minor,9.13,Minor,23.13,Minor,14.73,Minor,6.82,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46125,26.01,Minor,37.72,Minor,65.78,Minor,22.47,Minor,49.97,Minor,26.14,Minor,34.91,Minor,76.21,Moderate,34.25,Minor,34.51,Minor
46127,27.07,Minor,36.47,Minor,37.86,Minor,13.37,Minor,16.98,Minor,9.46,Minor,13.4,Minor,5.51,Minor,63.9,Moderate,17.29,Minor
46129,9.76,Minor,47.65,Minor,35.64,Minor,11.61,Minor,20.22,Minor,18.56,Minor,42.39,Minor,18.23,Minor,13.17,Minor,17.29,Minor
46135,9.76,Minor,18.43,Minor,15.06,Minor,31.04,Minor,58.07,Minor,5.79,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
46137,9.76,Minor,5.56,Minor,24.52,Minor,7.51,Minor,30.97,Minor,10.72,Minor,6.88,Minor,20.42,Minor,13.17,Minor,17.29,Minor
47001,76.64,Moderate,36.7,Minor,67.04,Minor,26.14,Minor,24.49,Minor,51.99,Minor,52.05,Minor,31.3,Minor,73.16,Moderate,68.37,Minor
47003,61.61,Minor,83.85,Moderate,34.15,Minor,47.19,Minor,28.89,Minor,43.08,Minor,14.43,Minor,19.99,Minor,24.09,Minor,66.02,Minor
47007,9.76,Minor,37.82,Minor,37.06,Minor,58.97,Minor,24.02,Minor,80.21,Moderate,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47009,89.15,Moderate,76.9,Minor,88.82,Moderate,88.15,Moderate,90.93,Moderate,88.09,Moderate,72.67,Moderate,29.62,Minor,64.56,Moderate,79.22,Moderate
47011,9.76,Minor,87.29,Moderate,89.81,Moderate,79.22,Moderate,86.43,Moderate,60.85,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47013,21.87,Minor,56.59,Minor,67.67,Minor,62.94,Minor,88.19,Moderate,91.3,Moderate,22.93,Minor,12.51,Minor,32.2,Minor,48.68,Minor
47015,54.7,Minor,69.36,Minor,34.75,Minor,14.63,Minor,53.81,Minor,16.81,Minor,46.43,Minor,39.84,Minor,37.49,Minor,17.29,Minor
47017,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,0.6,Minor,4.02,Minor,6.88,Minor,11.65,Minor,13.17,Minor,17.29,Minor
47021,58.34,Minor,53.77,Minor,45.53,Minor,72.87,Moderate,80.38,Moderate,83.92,Moderate,79.91,Moderate,42.36,Minor,75.71,Moderate,72.1,Minor
47023,9.76,Minor,78.59,Minor,47.52,Minor,56.09,Minor,37.95,Minor,33.62,Minor,61.81,Moderate,31.07,Minor,13.17,Minor,17.29,Minor
47025,9.76,Minor,56.85,Minor,58.6,Minor,69.72,Minor,77.56,Moderate,41.13,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47027,56.29,Minor,51.06,Minor,41.83,Minor,39.38,Minor,46.39,Minor,91.66,Moderate,66.05,Moderate,89.84,Moderate,75.65,Moderate,60.85,Minor
47029,9.76,Minor,74.82,Minor,48.44,Minor,42.09,Minor,35.97,Minor,54.2,Minor,2.08,Minor,1.72,Minor,13.17,Minor,17.29,Minor
47031,84.41,Moderate,32.89,Minor,60.56,Minor,44.84,Minor,51.29,Minor,51.89,Minor,16.64,Minor,47.29,Minor,25.84,Minor,64.53,Minor
47033,9.76,Minor,57.81,Minor,65.09,Minor,42.42,Minor,52.75,Minor,39.61,Minor,62.44,Moderate,38.85,Minor,28.09,Minor,17.29,Minor
47035,9.76,Minor,76.87,Minor,89.11,Moderate,87.86,Moderate,83.79,Moderate,72.44,Moderate,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47037,98.35,Major,98.48,Major,97.58,Major,99.34,Severe,99.83,Extreme,98.58,Major,96.03,Major,47.98,Minor,97.29,Major,95.4,Moderate
47041,26.37,Minor,29.91,Minor,15.25,Minor,16.48,Minor,3.04,Minor,10.95,Minor,40.14,Minor,12.91,Minor,28.36,Minor,17.29,Minor
47043,21.31,Minor,1.52,Minor,1.06,Minor,0.5,Minor,0.99,Minor,4.5,Minor,14.2,Minor,10.62,Minor,29.95,Minor,1.42,Minor
47045,9.76,Minor,12.74,Minor,5.96,Minor,12.14,Minor,5.66,Minor,11.81,Minor,26.84,Minor,20.12,Minor,34.58,Minor,17.29,Minor
47047,9.76,Minor,50.2,Minor,77.63,Moderate,86.33,Moderate,63.24,Minor,46.46,Minor,23.92,Minor,0.66,Minor,13.17,Minor,17.29,Minor
47049,9.76,Minor,83.59,Moderate,75.08,Moderate,76.64,Moderate,64.82,Minor,51.56,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47051,42.72,Minor,21.51,Minor,35.84,Minor,30.01,Minor,48.25,Minor,68.2,Moderate,20.91,Minor,49.54,Minor,13.17,Minor,60.75,Minor
47053,9.76,Minor,35.51,Minor,40.34,Minor,42.55,Minor,28.82,Minor,24.78,Minor,54.86,Minor,37.66,Minor,28.99,Minor,17.29,Minor
47055,68.07,Moderate,83.55,Moderate,71.94,Minor,81.47,Moderate,74.88,Moderate,28.52,Minor,83.95,Moderate,59.7,Minor,13.17,Minor,47.92,Minor
47057,26.41,Minor,24.39,Minor,53.71,Minor,48.78,Minor,25.05,Minor,34.28,Minor,59,Minor,38.39,Minor,42.72,Minor,17.29,Minor
47059,9.76,Minor,59.53,Minor,39.38,Minor,46.76,Minor,57.54,Minor,41.23,Minor,17.34,Minor,14.49,Minor,13.17,Minor,17.29,Minor
47061,0.36,Minor,43.05,Minor,38.62,Minor,59.33,Minor,21.44,Minor,43.51,Minor,6.88,Minor,1.32,Minor,13.17,Minor,17.29,Minor
