county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
47063,9.76,Minor,23.3,Minor,20.65,Minor,24.12,Minor,38.78,Minor,45.76,Minor,32.53,Minor,11.28,Minor,25.48,Minor,17.29,Minor
47065,9.76,Minor,20.68,Minor,50.2,Minor,93.88,Moderate,17.57,Minor,19.32,Minor,2.8,Minor,10.09,Minor,13.17,Minor,17.29,Minor
47067,9.76,Minor,34.75,Minor,50.5,Minor,34.35,Minor,41.99,Minor,12.31,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47069,9.76,Minor,16.58,Minor,33.95,Minor,41.46,Minor,9.5,Minor,15.39,Minor,14,Minor,11.75,Minor,13.17,Minor,17.29,Minor
47073,46.86,Minor,66.58,Minor,79.52,Moderate,69.19,Minor,84.51,Moderate,91.93,Moderate,86.9,Moderate,58.77,Minor,52.55,Minor,41.69,Minor
47075,9.76,Minor,20.65,Minor,41.43,Minor,68.66,Minor,10.26,Minor,17.87,Minor,46.23,Minor,16.28,Minor,23.83,Minor,17.29,Minor
47077,9.76,Minor,86.37,Moderate,5.06,Minor,15.59,Minor,11.81,Minor,5.03,Minor,13.47,Minor,15.82,Minor,13.17,Minor,17.29,Minor
47079,9.76,Minor,78.16,Minor,80.87,Moderate,87.92,Moderate,82.96,Moderate,6.75,Minor,11.3,Minor,10.72,Minor,13.17,Minor,17.29,Minor
47081,21.01,Minor,0.17,Minor,23.3,Minor,32.26,Minor,1.59,Minor,11.38,Minor,41.89,Minor,1.59,Minor,27.5,Minor,17.29,Minor
47087,25.08,Minor,3.11,Minor,2,Minor,1.72,Minor,0.15,Minor,12.28,Minor,49.17,Minor,15.29,Minor,26.08,Minor,17.29,Minor
47089,32.33,Minor,33.06,Minor,64.63,Minor,82.56,Moderate,51.26,Minor,31.9,Minor,31.77,Minor,26.7,Minor,48.18,Minor,17.29,Minor
47093,91.3,Moderate,98.08,Major,98.58,Major,98.97,Severe,97.39,Major,98.38,Major,96.72,Major,97.05,Major,96.72,Major,36.4,Minor
47095,9.76,Minor,13.3,Minor,4.37,Minor,6.62,Minor,22.93,Minor,28.36,Minor,51.39,Minor,14.1,Minor,24.55,Minor,17.29,Minor
47097,9.76,Minor,11.12,Minor,20.75,Minor,9.83,Minor,6.59,Minor,8.27,Minor,1.52,Minor,16.15,Minor,13.17,Minor,17.29,Minor
47099,18.66,Minor,77.8,Minor,76.84,Moderate,56.25,Minor,72.07,Moderate,4.19,Minor,17.5,Minor,0.43,Minor,13.17,Minor,17.29,Minor
47101,0.36,Minor,1.82,Minor,3.04,Minor,0.46,Minor,0.1,Minor,5.16,Minor,6.88,Minor,1.75,Minor,13.17,Minor,32.36,Minor
47103,26.11,Minor,26.37,Minor,21.51,Minor,25.51,Minor,76.87,Moderate,6.35,Minor,20.25,Minor,14.82,Minor,13.17,Minor,57.51,Minor
47105,58.87,Minor,61.02,Minor,61.22,Minor,65.29,Minor,51.13,Minor,62.97,Minor,42.69,Minor,17.54,Minor,34.78,Minor,45.73,Minor
47107,0.36,Minor,24.55,Minor,60.75,Minor,53.81,Minor,29.65,Minor,39.18,Minor,15.39,Minor,1.85,Minor,25.15,Minor,17.29,Minor
47109,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,0.6,Minor,4.02,Minor,13.86,Minor,10.56,Minor,13.17,Minor,17.29,Minor
47111,66.84,Moderate,78.79,Minor,64.59,Minor,54.07,Minor,39.71,Minor,69.42,Moderate,75.55,Moderate,72.53,Moderate,73.86,Moderate,62.24,Minor
47113,9.76,Minor,81.6,Moderate,87.49,Moderate,91.13,Moderate,67.74,Moderate,69.56,Moderate,84.05,Moderate,60.23,Minor,24.12,Minor,17.29,Minor
47115,42.65,Minor,41.03,Minor,24.16,Minor,66.51,Minor,8.7,Minor,7.84,Minor,24.06,Minor,13,Minor,13.17,Minor,2.48,Minor
47117,74.12,Moderate,24.95,Minor,22.53,Minor,29.58,Minor,20.12,Minor,31.57,Minor,14.16,Minor,42.98,Minor,27.47,Minor,54.4,Minor
47119,25.91,Minor,68.4,Minor,84.55,Moderate,82,Moderate,87.59,Moderate,26.8,Minor,1.03,Minor,30.28,Minor,32.56,Minor,43.12,Minor
47121,9.76,Minor,65.19,Minor,58.17,Minor,62.84,Minor,64.49,Minor,82.83,Moderate,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47123,89.48,Moderate,56.25,Minor,73.76,Minor,67.41,Minor,57.11,Minor,65.25,Minor,80.44,Moderate,41.23,Minor,82.3,Moderate,69.89,Minor
47125,43.05,Minor,80.44,Moderate,94.51,Moderate,95.27,Major,74.42,Moderate,87.16,Moderate,51.09,Minor,67.31,Moderate,62.41,Moderate,36.3,Minor
47127,70.78,Moderate,23.63,Minor,36.8,Minor,30.81,Minor,42.06,Minor,31.2,Minor,17.37,Minor,17.34,Minor,13.17,Minor,48.54,Minor
47129,20.95,Minor,5.69,Minor,11.81,Minor,17.74,Minor,2.71,Minor,41.26,Minor,23.03,Minor,19.52,Minor,32.16,Minor,38.72,Minor
47131,9.76,Minor,27.7,Minor,22.93,Minor,31.87,Minor,39.01,Minor,55.63,Minor,69.89,Moderate,33.62,Minor,27.37,Minor,17.29,Minor
47133,39.18,Minor,16.71,Minor,8.57,Minor,8.37,Minor,5.43,Minor,39.21,Minor,37.99,Minor,14.26,Minor,0.53,Minor,17.29,Minor
47137,9.76,Minor,51.79,Minor,39.94,Minor,33.12,Minor,33.59,Minor,41.56,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47139,0.63,Minor,78.99,Minor,59.2,Minor,71.38,Minor,62.01,Minor,53.61,Minor,17.97,Minor,10.16,Minor,25.38,Minor,17.29,Minor
47141,9.76,Minor,4.43,Minor,9.17,Minor,8.67,Minor,20.35,Minor,14.1,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47143,9.76,Minor,55.33,Minor,24.82,Minor,69.95,Minor,58.11,Minor,56.72,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47145,19.29,Minor,36,Minor,58.77,Minor,58.8,Minor,38.32,Minor,37.66,Minor,22.24,Minor,0.96,Minor,0.69,Minor,0.07,Minor
47147,83.22,Moderate,65.35,Minor,60.66,Minor,82.06,Moderate,55.76,Minor,77.43,Moderate,75.28,Moderate,74.16,Moderate,89.08,Moderate,80.28,Moderate
47149,86.23,Moderate,83.06,Moderate,84.28,Moderate,81.97,Moderate,81.73,Moderate,57.74,Minor,30.94,Minor,67.54,Moderate,82.5,Moderate,46.13,Minor
47151,9.76,Minor,4.73,Minor,3.47,Minor,13.93,Minor,18.63,Minor,13.67,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47153,9.76,Minor,15.16,Minor,26.17,Minor,45,Minor,3.67,Minor,7.25,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47155,79.02,Moderate,77.2,Minor,93.75,Moderate,88.25,Moderate,91.99,Major,92.36,Moderate,94.04,Moderate,83.19,Moderate,85.61,Moderate,17.29,Minor
47157,99.01,Severe,98.97,Severe,99.7,Severe,99.9,Extreme,98.44,Severe,98.71,Major,99.54,Major,98.61,Severe,99.4,Severe,97.92,Major
47159,48.87,Minor,18.6,Minor,5.03,Minor,45.93,Minor,19.36,Minor,16.45,Minor,21.58,Minor,15.59,Minor,36.53,Minor,17.29,Minor
47161,9.76,Minor,78.03,Minor,28.86,Minor,59.89,Minor,73.16,Moderate,85.37,Moderate,73.66,Moderate,44.04,Minor,13.17,Minor,17.29,Minor
47163,69.06,Moderate,58.54,Minor,85.27,Moderate,84.28,Moderate,63.53,Minor,70.88,Moderate,74.02,Moderate,86.96,Moderate,84.84,Moderate,87.06,Moderate
47165,87.36,Moderate,81.04,Moderate,80.54,Moderate,94.47,Major,70.19,Moderate,82.59,Moderate,70.12,Moderate,57.08,Minor,84.65,Moderate,82.93,Moderate
47167,34.61,Minor,56.78,Minor,77.04,Moderate,86.53,Moderate,52.05,Minor,74.95,Moderate,68.86,Moderate,67.47,Moderate,44.61,Minor,44.84,Minor
47169,41,Minor,71.28,Minor,22.07,Minor,28.46,Minor,19.26,Minor,30.84,Minor,47.58,Minor,13.9,Minor,49.34,Minor,59.07,Minor
47171,9.76,Minor,9.93,Minor,15.68,Minor,68.23,Minor,15.55,Minor,0.3,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47173,44.64,Minor,73.1,Minor,62.57,Minor,44.97,Minor,77.93,Moderate,78.13,Moderate,71.44,Moderate,76.51,Moderate,80.05,Moderate,65.95,Minor
47175,9.76,Minor,28.42,Minor,0.33,Minor,66.12,Minor,1.65,Minor,33.52,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47179,36.33,Minor,57.78,Minor,85.61,Moderate,90.77,Moderate,60.23,Minor,56.42,Minor,25.12,Minor,24.55,Minor,42.32,Minor,36.5,Minor
47181,9.76,Minor,3.9,Minor,30.91,Minor,0.3,Minor,2.15,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47183,9.76,Minor,0.26,Minor,3.34,Minor,1.72,Minor,8.31,Minor,9.4,Minor,31.4,Minor,0.99,Minor,13.17,Minor,17.29,Minor
47185,9.76,Minor,50.83,Minor,12.44,Minor,8.77,Minor,18.4,Minor,27.53,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
47187,74.85,Moderate,69.09,Minor,85.67,Moderate,76.41,Moderate,74.02,Moderate,63.47,Minor,49.54,Minor,67.34,Moderate,84.48,Moderate,47.35,Minor
47189,76.17,Moderate,70.02,Minor,67.64,Minor,76.04,Moderate,94.41,Major,54.83,Minor,39.44,Minor,58.37,Minor,80.87,Moderate,36.04,Minor
48001,78.33,Moderate,62.94,Minor,80.94,Moderate,84.68,Moderate,68.7,Moderate,81.24,Moderate,43.41,Minor,99.7,Severe,28.56,Minor,73.26,Minor
48003,70.12,Moderate,41.83,Minor,32.66,Minor,33.98,Minor,26.57,Minor,37.79,Minor,17.54,Minor,49.8,Minor,13.17,Minor,72.73,Minor
48005,94.34,Major,93.22,Moderate,82.33,Moderate,82.79,Moderate,71.05,Moderate,86.73,Moderate,20.02,Minor,98.71,Severe,23.87,Minor,62.28,Minor
48007,86.93,Moderate,67.47,Minor,59.27,Minor,62.31,Minor,50.4,Minor,67.97,Moderate,17.94,Minor,88.15,Moderate,13.17,Minor,84.75,Moderate
48009,55.46,Minor,43.58,Minor,35.21,Minor,30.74,Minor,44.44,Minor,42.89,Minor,13.96,Minor,99.5,Severe,13.17,Minor,60.92,Minor
48011,27.5,Minor,45.7,Minor,44.18,Minor,23.49,Minor,64,Minor,52.42,Minor,25.15,Minor,44.24,Minor,29.68,Minor,54.43,Minor
48013,56.25,Minor,54.24,Minor,45.67,Minor,50.83,Minor,31.87,Minor,44.37,Minor,15.82,Minor,63.53,Minor,34.61,Minor,73.92,Minor
48015,50.63,Minor,95.57,Moderate,97.98,Major,97.49,Major,62.28,Minor,83.95,Moderate,39.87,Minor,52.88,Minor,58.27,Minor,85.27,Moderate
48017,65.22,Moderate,6.55,Minor,10.75,Minor,54.83,Minor,3.64,Minor,0.4,Minor,0.73,Minor,99.9,Severe,25.91,Minor,77,Moderate
48019,19.72,Minor,87.92,Moderate,37.33,Minor,29.75,Minor,80.84,Moderate,33.02,Minor,36.2,Minor,30.18,Minor,24.82,Minor,17.29,Minor
48021,76.44,Moderate,86.6,Moderate,79.09,Moderate,78.56,Moderate,46.33,Minor,72.7,Moderate,88.39,Moderate,98.64,Severe,70.25,Moderate,74.26,Minor
48023,22.27,Minor,50.33,Minor,0.86,Minor,22.93,Minor,59.46,Minor,15.82,Minor,10.99,Minor,99.77,Severe,13.17,Minor,33.7,Minor
48025,93.75,Major,75.51,Minor,47.95,Minor,64.33,Minor,68.56,Moderate,50.99,Minor,16.74,Minor,86.83,Moderate,13.17,Minor,94.64,Moderate
48027,9.76,Minor,95.86,Major,88.85,Moderate,91.36,Moderate,81.3,Moderate,82.36,Moderate,2.25,Minor,98.51,Severe,13.17,Minor,17.29,Minor
48029,95.3,Major,99.64,Severe,98.41,Major,98.41,Major,95.67,Major,98.31,Major,96.43,Major,98.68,Severe,94.57,Major,70.75,Minor
48031,9.76,Minor,66.41,Minor,25.61,Minor,60.62,Minor,16.71,Minor,25.88,Minor,13.73,Minor,27.99,Minor,13.17,Minor,17.29,Minor
48033,38.19,Minor,88.39,Moderate,61.75,Minor,75.61,Moderate,70.65,Moderate,47.75,Minor,17.87,Minor,51.85,Minor,13.17,Minor,17.29,Minor
48035,9.76,Minor,33.92,Minor,32.23,Minor,33.06,Minor,36.7,Minor,57.02,Minor,13.43,Minor,28.69,Minor,13.17,Minor,17.29,Minor
48037,85.61,Moderate,81.2,Moderate,81.01,Moderate,81.14,Moderate,75.02,Moderate,83.79,Moderate,51.19,Minor,76.9,Moderate,86.93,Moderate,72.63,Minor
48039,91.26,Moderate,99.4,Severe,99.4,Severe,99.07,Severe,86.1,Moderate,86.7,Moderate,22.96,Minor,78.62,Moderate,13.17,Minor,96.72,Moderate
48041,40.07,Minor,85.77,Moderate,72.07,Minor,67.54,Minor,66.38,Moderate,58.6,Minor,15.29,Minor,71.64,Moderate,30.38,Minor,35.36,Minor
48043,62.97,Minor,93.81,Moderate,58.34,Minor,61.58,Minor,87.13,Moderate,91.26,Moderate,30.44,Minor,74.52,Moderate,13.17,Minor,51.75,Minor
48045,20.98,Minor,76.7,Minor,17.47,Minor,52.75,Minor,72.5,Moderate,17.8,Minor,49.74,Minor,25.18,Minor,27.73,Minor,17.29,Minor
48047,50.83,Minor,81.44,Moderate,68.66,Minor,55.03,Minor,86.8,Moderate,55.66,Minor,37.29,Minor,32.86,Minor,13.17,Minor,77.93,Moderate
48049,42.09,Minor,62.01,Minor,37.89,Minor,32.46,Minor,45.17,Minor,52.91,Minor,14.89,Minor,50.5,Minor,13.17,Minor,61.95,Minor
48051,54.57,Minor,94.87,Moderate,56.55,Minor,67.27,Minor,81.4,Moderate,78.49,Moderate,87.69,Moderate,42.16,Minor,52.98,Minor,78.06,Moderate
48053,0.63,Minor,88.78,Moderate,52.88,Minor,54.57,Minor,22.01,Minor,36.37,Minor,45.1,Minor,99.8,Severe,13.17,Minor,17.29,Minor
48055,51.72,Minor,45.33,Minor,54.7,Minor,29.38,Minor,12.41,Minor,32.03,Minor,63.37,Moderate,12.94,Minor,45.07,Minor,54.1,Minor
48057,57.81,Minor,67.84,Minor,24.95,Minor,45.17,Minor,54.33,Minor,25.94,Minor,18.6,Minor,40.37,Minor,13.17,Minor,69.99,Minor
48059,47.05,Minor,80.08,Moderate,73.33,Minor,61.25,Minor,58.54,Minor,74.06,Moderate,22.73,Minor,41.03,Minor,13.17,Minor,48.81,Minor
48061,95.37,Major,95.83,Major,91.13,Moderate,92.12,Moderate,91.93,Major,92.12,Moderate,28.66,Minor,87.03,Moderate,28.52,Minor,87.09,Moderate
48063,61.58,Minor,65.75,Minor,51.72,Minor,59.23,Minor,45.53,Minor,77,Moderate,37.62,Minor,21.41,Minor,49.93,Minor,38.25,Minor
48065,57.54,Minor,27.43,Minor,43.85,Minor,13.86,Minor,57.45,Minor,30.94,Minor,34.88,Minor,39.18,Minor,27.53,Minor,35.01,Minor
48067,73.13,Moderate,77.93,Minor,83.69,Moderate,83.12,Moderate,82.69,Moderate,88.65,Moderate,61.48,Minor,72.6,Moderate,42.98,Minor,44.8,Minor
48069,27.83,Minor,72.34,Minor,53.64,Minor,35.9,Minor,31.57,Minor,6.95,Minor,23.99,Minor,38.22,Minor,0.33,Minor,0.56,Minor
48071,66.94,Moderate,93.85,Moderate,92.75,Moderate,93.81,Moderate,72.34,Moderate,85.61,Moderate,62.08,Moderate,66.18,Moderate,47.65,Minor,78.56,Moderate
48073,90.37,Moderate,83.45,Moderate,86.7,Moderate,87.52,Moderate,61.78,Minor,77.73,Moderate,23.26,Minor,88.25,Moderate,13.17,Minor,78.66,Moderate
48075,44.01,Minor,76.44,Minor,7.58,Minor,9.66,Minor,58.41,Minor,63.73,Minor,24.62,Minor,86,Moderate,33.85,Minor,48.74,Minor
48077,32.73,Minor,12.54,Minor,33.22,Minor,42.12,Minor,31.27,Minor,27.73,Minor,17.27,Minor,98.48,Severe,13.17,Minor,45.63,Minor
48079,45.27,Minor,52.22,Minor,8.8,Minor,42.29,Minor,4.83,Minor,7.02,Minor,45.83,Minor,88.75,Moderate,28.29,Minor,41.79,Minor
48081,35.31,Minor,91.16,Moderate,49.04,Minor,80.08,Moderate,77.63,Moderate,58.14,Minor,14.96,Minor,95.37,Major,13.17,Minor,58.84,Minor
48083,26.84,Minor,27.83,Minor,11.95,Minor,8.34,Minor,7.45,Minor,13.96,Minor,58.5,Minor,66.91,Moderate,13.17,Minor,49.34,Minor
48085,95.5,Major,98.74,Major,97.78,Major,97.88,Major,94.37,Major,95.9,Major,56.95,Minor,95.43,Major,13.17,Minor,93.28,Moderate
48087,84.45,Moderate,22.37,Minor,9.76,Minor,9.99,Minor,16.41,Minor,34.58,Minor,56.15,Minor,90.5,Moderate,59.27,Moderate,40.4,Minor
48089,64.03,Minor,91.5,Moderate,91.83,Moderate,91.3,Moderate,54.57,Minor,70.42,Moderate,2.02,Minor,91.03,Moderate,50.99,Minor,62.74,Minor
48091,54.07,Minor,88.05,Moderate,95.53,Moderate,83.29,Moderate,35.94,Minor,62.87,Minor,31.57,Minor,90.77,Moderate,33.75,Minor,60.39,Minor
48093,22.93,Minor,68.96,Minor,29.52,Minor,19.39,Minor,36.9,Minor,72.6,Moderate,22.01,Minor,50.76,Minor,13.17,Minor,49.74,Minor
48095,24.85,Minor,83.29,Moderate,46.49,Minor,81.07,Moderate,67.21,Moderate,59.3,Minor,14.76,Minor,71.31,Moderate,13.17,Minor,43.35,Minor
48097,40.21,Minor,54.83,Minor,60.62,Minor,49.17,Minor,71.14,Moderate,52.02,Minor,24.82,Minor,97.09,Major,13.17,Minor,74.98,Minor
48099,84.25,Moderate,44.8,Minor,23.73,Minor,64,Minor,15.39,Minor,36.17,Minor,16.25,Minor,99.83,Severe,13.17,Minor,89.38,Moderate
48101,22.07,Minor,11.85,Minor,3.71,Minor,7.41,Minor,17.14,Minor,21.77,Minor,18.13,Minor,90.04,Moderate,13.17,Minor,46.29,Minor
48103,93.38,Major,35.54,Minor,48.15,Minor,14.23,Minor,12.87,Minor,41.43,Minor,15.72,Minor,82.46,Moderate,13.17,Minor,72.01,Minor
48105,27.37,Minor,93.08,Moderate,43.25,Minor,25.94,Minor,85.34,Moderate,90.9,Moderate,23.66,Minor,79.35,Moderate,13.17,Minor,67.14,Minor
48107,71.91,Moderate,62.48,Minor,3.24,Minor,16.18,Minor,70.58,Moderate,23.69,Minor,13.9,Minor,64.63,Moderate,41.79,Minor,60.32,Minor
48109,95.1,Major,58.74,Minor,27.93,Minor,53.67,Minor,41.36,Minor,78.66,Moderate,11.45,Minor,91.76,Moderate,68.03,Moderate,46.19,Minor
48111,38.22,Minor,58.9,Minor,19.49,Minor,6.49,Minor,10.99,Minor,28.76,Minor,38.75,Minor,85.61,Moderate,69.23,Moderate,49.47,Minor
48113,98.15,Major,99.77,Severe,99.47,Severe,99.67,Severe,98.15,Severe,99.7,Severe,0.76,Minor,77.8,Moderate,23.71,Minor,96.1,Moderate
48115,70.09,Moderate,43.98,Minor,36,Minor,36.53,Minor,42.39,Minor,44.77,Minor,16.48,Minor,86.9,Moderate,13.17,Minor,44.71,Minor
48117,29.88,Minor,78.09,Minor,66.81,Minor,47.85,Minor,54.63,Minor,22.67,Minor,24.72,Minor,45.7,Minor,66.15,Moderate,36.2,Minor
48119,28.95,Minor,26.14,Minor,56.78,Minor,59.17,Minor,20.91,Minor,20.28,Minor,20.88,Minor,73.46,Moderate,13.17,Minor,51.92,Minor
48121,89.77,Moderate,97.72,Major,93.91,Moderate,91.86,Moderate,84.61,Moderate,94.47,Moderate,52.88,Minor,81.77,Moderate,13.17,Minor,92.82,Moderate
48123,48.61,Minor,31.27,Minor,34.38,Minor,16.38,Minor,22.7,Minor,36.73,Minor,54.67,Minor,70.62,Moderate,38.55,Minor,76.8,Moderate
48125,27.2,Minor,15.32,Minor,8.44,Minor,26.97,Minor,31.2,Minor,31.17,Minor,22.3,Minor,99.97,Extreme,13.17,Minor,48.58,Minor
48127,71.71,Moderate,75.48,Minor,81.67,Moderate,54.67,Minor,74.49,Moderate,61.15,Minor,26.47,Minor,73.43,Moderate,13.17,Minor,88.75,Moderate
48129,86.73,Moderate,22.24,Minor,5.46,Minor,34.65,Minor,55.82,Minor,80.38,Moderate,56.98,Minor,97.62,Major,29.45,Minor,53.41,Minor
48131,55.53,Minor,89.41,Moderate,68.03,Minor,63.73,Minor,77.6,Moderate,71.61,Moderate,42.52,Minor,9.46,Minor,13.17,Minor,76.97,Moderate
48133,50.03,Minor,56.42,Minor,52.32,Minor,20.98,Minor,33.36,Minor,77.07,Moderate,16.51,Minor,91.89,Moderate,13.17,Minor,60.95,Minor
48135,91.16,Moderate,83.65,Moderate,75.02,Moderate,73.03,Moderate,53.44,Minor,79.65,Moderate,18.4,Minor,89.54,Moderate,13.17,Minor,79.45,Moderate
48137,27.73,Minor,93.65,Moderate,46.82,Minor,42.82,Minor,76.04,Moderate,69.95,Moderate,74.39,Moderate,85.77,Moderate,13.17,Minor,48.51,Minor
48139,81.34,Moderate,88.48,Moderate,90.57,Moderate,90.8,Moderate,64.92,Minor,85.54,Moderate,21.51,Minor,96.66,Major,13.17,Minor,88.35,Moderate
48141,93.91,Major,96.49,Major,93.28,Moderate,95.67,Major,92.29,Major,95.3,Moderate,92.85,Moderate,99.01,Severe,94.64,Major,96.19,Moderate
48143,51.79,Minor,25.68,Minor,53.31,Minor,57.78,Minor,45.83,Minor,62.41,Minor,18.8,Minor,67.84,Moderate,13.17,Minor,57.41,Minor
48145,50.66,Minor,89.15,Moderate,69.99,Minor,70.81,Minor,44.31,Minor,66.74,Moderate,23.3,Minor,90.9,Moderate,30.24,Minor,53.38,Minor
48147,30.58,Minor,50.89,Minor,45.63,Minor,47.39,Minor,23.86,Minor,38.12,Minor,17.84,Minor,91.66,Moderate,13.17,Minor,48.08,Minor
48149,31.34,Minor,63.07,Minor,11.22,Minor,10.89,Minor,43.65,Minor,14.43,Minor,42.98,Minor,97.22,Major,40.7,Minor,44.87,Minor
48151,55.56,Minor,24.35,Minor,41.89,Minor,26.37,Minor,37.72,Minor,34.94,Minor,40.17,Minor,83.12,Moderate,13.17,Minor,40.01,Minor
48153,33.16,Minor,31.6,Minor,7.97,Minor,23.83,Minor,45.7,Minor,14.92,Minor,41.66,Minor,86.76,Moderate,27.76,Minor,47.42,Minor
48155,25.74,Minor,69.52,Minor,46.69,Minor,18.6,Minor,71.61,Moderate,35.34,Minor,37.36,Minor,9.46,Minor,13.17,Minor,38.29,Minor
48157,98.11,Major,99.37,Severe,95.83,Major,97.55,Major,90.47,Moderate,79.32,Moderate,22.9,Minor,97.68,Major,13.17,Minor,99.54,Severe
48159,49.6,Minor,53.74,Minor,59.93,Minor,72.73,Moderate,72.63,Moderate,76.44,Moderate,54.7,Minor,83.59,Moderate,42.55,Minor,50.79,Minor
48161,47.68,Minor,72.9,Minor,75.05,Moderate,79.25,Moderate,60.06,Minor,64.33,Minor,24.88,Minor,92.59,Moderate,23.71,Minor,58.01,Minor
48163,49.17,Minor,57.15,Minor,32.06,Minor,17.14,Minor,36.8,Minor,37.56,Minor,22.37,Minor,79.58,Moderate,13.17,Minor,74.32,Minor
48165,49.37,Minor,18.33,Minor,15.88,Minor,36.23,Minor,25.25,Minor,34.05,Minor,31.83,Minor,58.27,Minor,53.74,Minor,0.76,Minor
48167,88.72,Moderate,99.31,Severe,97.92,Major,97.52,Major,85.87,Moderate,88.62,Moderate,43.71,Minor,81.17,Moderate,58.31,Minor,93.58,Moderate
48169,25.81,Minor,20.28,Minor,14.89,Minor,28.79,Minor,52.38,Minor,22.9,Minor,53.24,Minor,87.69,Moderate,27.93,Minor,1.79,Minor
48171,9.76,Minor,40.6,Minor,32.73,Minor,45.67,Minor,14.2,Minor,6.19,Minor,11.55,Minor,80.87,Moderate,13.17,Minor,17.29,Minor
48173,58.01,Minor,93.55,Moderate,83.85,Moderate,67.21,Minor,86.4,Moderate,92.89,Moderate,29.05,Minor,95.57,Major,13.17,Minor,46.59,Minor
48175,59.99,Minor,77,Minor,44.11,Minor,32.2,Minor,59.36,Minor,81.67,Moderate,33.55,Minor,96,Major,33.32,Minor,62.97,Minor
48177,46.46,Minor,66.48,Minor,30.18,Minor,37.06,Minor,55.49,Minor,61.32,Minor,67.37,Moderate,89.81,Moderate,45.04,Minor,81.67,Moderate
48179,62.18,Minor,15.52,Minor,18.5,Minor,14.06,Minor,68.73,Moderate,30.34,Minor,44.24,Minor,96.33,Major,34.55,Minor,37.46,Minor
48181,94.87,Major,78.33,Minor,70.02,Minor,81.83,Moderate,70.71,Moderate,61.02,Minor,16.38,Minor,96.26,Major,13.17,Minor,80.44,Moderate
48183,89.97,Moderate,93.32,Moderate,93.15,Moderate,95.86,Major,94.84,Major,97.85,Major,96.56,Major,92.75,Major,90.5,Major,86.43,Moderate
48185,82.56,Moderate,93.25,Moderate,80.91,Moderate,82.16,Moderate,86.33,Moderate,88.98,Moderate,73.73,Moderate,78.49,Moderate,85.41,Moderate,73.06,Minor
48187,81.5,Moderate,80.74,Moderate,59.43,Minor,53.08,Minor,36.73,Minor,39.94,Minor,67.07,Moderate,96.23,Major,65.59,Moderate,77.5,Moderate
48189,58.57,Minor,37.49,Minor,18.46,Minor,21.05,Minor,64.16,Minor,28.06,Minor,46.99,Minor,99.24,Severe,44.21,Minor,88.72,Moderate
48191,82.46,Moderate,70.09,Minor,30.61,Minor,28.13,Minor,38.85,Minor,38.39,Minor,28.76,Minor,83.55,Moderate,80.18,Moderate,38.35,Minor
48193,9.76,Minor,84.81,Moderate,48.05,Minor,22.3,Minor,17.7,Minor,50.36,Minor,2.8,Minor,84.15,Moderate,13.17,Minor,17.29,Minor
48195,29.02,Minor,32.76,Minor,26.41,Minor,8.57,Minor,30.84,Minor,68.73,Moderate,30.87,Minor,25.41,Minor,37.09,Minor,33.09,Minor
48197,35.51,Minor,58.93,Minor,26.34,Minor,19.13,Minor,69.99,Moderate,70.12,Moderate,28.46,Minor,20.02,Minor,13.17,Minor,52.68,Minor
48199,79.65,Moderate,74.88,Minor,81.54,Moderate,84.38,Moderate,89.08,Moderate,89.97,Moderate,93.38,Moderate,47.95,Minor,84.91,Moderate,92.19,Moderate
48201,100,Extreme,99.87,Extreme,98.21,Major,99.7,Severe,99.47,Severe,99.37,Severe,36.3,Minor,99.14,Severe,29.65,Minor,100,Extreme
48203,72.34,Moderate,84.38,Moderate,78.29,Moderate,91.43,Moderate,76.47,Moderate,88.78,Moderate,68.6,Moderate,69.59,Moderate,66.55,Moderate,50.17,Minor
48205,27.33,Minor,35.61,Minor,23.2,Minor,7.08,Minor,21.05,Minor,22.1,Minor,40.83,Minor,66.55,Moderate,26.8,Minor,38.95,Minor
48207,56.59,Minor,79.95,Moderate,27.47,Minor,22.57,Minor,73.49,Moderate,61.18,Minor,25.74,Minor,98.15,Major,13.17,Minor,53.24,Minor
48209,24.19,Minor,95.27,Moderate,95.6,Major,88.95,Moderate,63.7,Minor,71.21,Moderate,57.45,Minor,99.67,Severe,26.94,Minor,36.17,Minor
